project_name,module,domain,sim_score
03_flink,flink-scala,serialization,0.7523163154641853
03_flink,flink-scala,stream processing,0.7233170852837162
03_flink,flink-scala,analytics,0.7164180147168153
03_flink,flink-scala,data structure,0.7139412645186055
03_flink,flink-scala,pattern matching,0.7100613490519372
03_flink,flink-scala,data compression,0.7084946564096182
03_flink,flink-scala,static program analysis tool,0.7081425380498938
03_flink,flink-scala,big data,0.7074363326843341
03_flink,flink-scala,data,0.706135561361588
03_flink,flink-scala,benchmark,0.7054111552008063
03_flink,flink-scala,algorithm,0.7050046221719938
03_flink,flink-scala,database,0.7027242977929676
03_flink,flink-scala,language model,0.7018642528670759
03_flink,flink-scala,backup,0.7011899689371729
03_flink,flink-scala,support vector machine,0.7011377595880071
03_flink,flink-scala,static program analysis,0.7001688613125205
03_flink,flink-scala,data binding,0.6991420830847215
03_flink,flink-scala,dependency injection,0.6987510767891106
03_flink,flink-scala,streaming media,0.69803743243867
03_flink,flink-scala,distributed system,0.6979638681294598
03_flink,flink-scala,user interface,0.6977713313498433
03_flink,flink-scala,automation,0.6976342693951018
03_flink,flink-scala,file system,0.6957652984178304
03_flink,flink-scala,microservices,0.6951092646114805
03_flink,flink-scala,linear regression,0.692889565547616
03_flink,flink-scala,data analysis,0.691219700980561
03_flink,flink-scala,machine learning,0.6904167788022013
03_flink,flink-scala,smart contract,0.6898800698985534
03_flink,flink-scala,client,0.6896675411905877
03_flink,flink-scala,server,0.6896170916759348
03_flink,flink-scala,web service,0.688879004594766
03_flink,flink-scala,natural language,0.6888227653130714
03_flink,flink-scala,command-line interface,0.6885584321989914
03_flink,flink-scala,data mining,0.6880582859595943
03_flink,flink-scala,website,0.687180505258509
03_flink,flink-scala,natural language processing,0.6852323837654903
03_flink,flink-scala,security,0.68469080571021
03_flink,flink-scala,cloud computing,0.6842175081907136
03_flink,flink-scala,mobile application development,0.6841187655432118
03_flink,flink-scala,recommender system,0.6832899735328033
03_flink,flink-scala,image recognition,0.6832787082382371
03_flink,flink-scala,graphical user interface,0.6826983984156184
03_flink,flink-scala,web application,0.6817092142193594
03_flink,flink-scala,Web Components,0.6815236221102544
03_flink,flink-scala,computer vision,0.6803910245243587
03_flink,flink-scala,File Transfer Protocol,0.6798037469712491
03_flink,flink-scala,package management system,0.6778317329529653
03_flink,flink-scala,computer configuration,0.6765278884832079
03_flink,flink-scala,question answering,0.6753027238723684
03_flink,flink-scala,artificial intelligence,0.6735138092504865
03_flink,flink-scala,embedded system,0.6734169030994874
03_flink,flink-scala,game engine,0.6710688940120939
03_flink,flink-scala,HTTP server,0.6707819607045165
03_flink,flink-scala,facial recognition system,0.6699793091204244
03_flink,flink-scala,web application security,0.6699173379611677
03_flink,flink-scala,instant messaging,0.6697407385053847
03_flink,flink-scala,object detection,0.6696766016394082
03_flink,flink-scala,geographic information system,0.6688615535705197
03_flink,flink-scala,back end,0.6683992190065638
03_flink,flink-scala,information processing,0.6681735497810684
03_flink,flink-scala,web server,0.6666920061798118
03_flink,flink-scala,penetration test,0.6660000345612721
03_flink,flink-scala,telecommunications network,0.659465486779104
03_flink,flink-scala,face detection,0.659030760790147
03_flink,flink-scala,World Wide Web,0.6586592337442799
03_flink,flink-scala,operating system,0.6577721111784692
03_flink,flink-scala,application performance management,0.655010288669746
03_flink,flink-scala,content management system,0.6480112172303354
