project_name,module,domain,sim_score
08_pulsar,pulsar-broker-auth-sasl,authentication,0.7810780603843236
08_pulsar,pulsar-broker-auth-sasl,web application security,0.7605897309454256
08_pulsar,pulsar-broker-auth-sasl,security,0.7482649700591482
08_pulsar,pulsar-broker-auth-sasl,encryption,0.7478084597767582
08_pulsar,pulsar-broker-auth-sasl,server,0.7433619342171083
08_pulsar,pulsar-broker-auth-sasl,pattern matching,0.7412301941035613
08_pulsar,pulsar-broker-auth-sasl,web application,0.7383923247977267
08_pulsar,pulsar-broker-auth-sasl,password manager,0.7377476613829832
08_pulsar,pulsar-broker-auth-sasl,web server,0.7368556569275407
08_pulsar,pulsar-broker-auth-sasl,web service,0.7358992198142773
08_pulsar,pulsar-broker-auth-sasl,network security,0.7356484559445623
08_pulsar,pulsar-broker-auth-sasl,test automation,0.7355511266977399
08_pulsar,pulsar-broker-auth-sasl,user interface,0.7341938346981421
08_pulsar,pulsar-broker-auth-sasl,client,0.7341908440944903
08_pulsar,pulsar-broker-auth-sasl,HTTP server,0.7340549546396409
08_pulsar,pulsar-broker-auth-sasl,HTTP client,0.7335221318765246
08_pulsar,pulsar-broker-auth-sasl,unit testing,0.732478760357306
08_pulsar,pulsar-broker-auth-sasl,website,0.7321201477067911
08_pulsar,pulsar-broker-auth-sasl,regular expression,0.7309897784383226
08_pulsar,pulsar-broker-auth-sasl,shell tool,0.7275142310682504
08_pulsar,pulsar-broker-auth-sasl,validator,0.7274775663933963
08_pulsar,pulsar-broker-auth-sasl,database,0.7260064330828548
08_pulsar,pulsar-broker-auth-sasl,software testing,0.7257765832077365
08_pulsar,pulsar-broker-auth-sasl,serialization,0.7254008867441276
08_pulsar,pulsar-broker-auth-sasl,data,0.7238864881570122
08_pulsar,pulsar-broker-auth-sasl,penetration test,0.7237788651643641
08_pulsar,pulsar-broker-auth-sasl,dependency injection,0.7236622775148422
08_pulsar,pulsar-broker-auth-sasl,instant messaging,0.7229972361226232
08_pulsar,pulsar-broker-auth-sasl,automation,0.7220927618724846
08_pulsar,pulsar-broker-auth-sasl,microservices,0.7215456182601656
08_pulsar,pulsar-broker-auth-sasl,analytics,0.720785424545165
08_pulsar,pulsar-broker-auth-sasl,data structure,0.7203911058313869
08_pulsar,pulsar-broker-auth-sasl,data binding,0.7203668016441394
08_pulsar,pulsar-broker-auth-sasl,smart contract,0.718345601349158
08_pulsar,pulsar-broker-auth-sasl,File Transfer Protocol,0.7178941031474966
08_pulsar,pulsar-broker-auth-sasl,computer configuration,0.7162056541441035
08_pulsar,pulsar-broker-auth-sasl,back end,0.7156077269368931
08_pulsar,pulsar-broker-auth-sasl,logging,0.7150858402429547
08_pulsar,pulsar-broker-auth-sasl,content management system,0.7150327383330699
08_pulsar,pulsar-broker-auth-sasl,command-line interface,0.714453357525511
08_pulsar,pulsar-broker-auth-sasl,file system,0.713860682297669
08_pulsar,pulsar-broker-auth-sasl,digital security,0.7136948766446751
08_pulsar,pulsar-broker-auth-sasl,stream processing,0.713406807260934
08_pulsar,pulsar-broker-auth-sasl,front end,0.7128604821963638
08_pulsar,pulsar-broker-auth-sasl,compiler,0.712077331848944
08_pulsar,pulsar-broker-auth-sasl,streaming media,0.7110637569596174
08_pulsar,pulsar-broker-auth-sasl,distributed multimedia communications platform,0.7087509271546816
08_pulsar,pulsar-broker-auth-sasl,design,0.7084757660661923
08_pulsar,pulsar-broker-auth-sasl,operating system,0.7081805897136203
08_pulsar,pulsar-broker-auth-sasl,benchmark,0.707871830130997
08_pulsar,pulsar-broker-auth-sasl,package management system,0.7069755350074038
08_pulsar,pulsar-broker-auth-sasl,distributed database,0.7060125481182742
08_pulsar,pulsar-broker-auth-sasl,data compression,0.7057136505042908
08_pulsar,pulsar-broker-auth-sasl,object detection,0.7016629562603277
08_pulsar,pulsar-broker-auth-sasl,information processing,0.7015573333818904
08_pulsar,pulsar-broker-auth-sasl,distributed computing,0.6996934928695464
08_pulsar,pulsar-broker-auth-sasl,mobile computing,0.698804851875169
08_pulsar,pulsar-broker-auth-sasl,big data,0.6986363651957749
08_pulsar,pulsar-broker-auth-sasl,World Wide Web,0.696667803915421
08_pulsar,pulsar-broker-auth-sasl,telecommunications network,0.6964819845732502
08_pulsar,pulsar-broker-auth-sasl,word embedding,0.6920888856028139
08_pulsar,pulsar-broker-auth-sasl,digital image processing,0.6852606970811439
08_pulsar,pulsar-broker-auth-sasl,digital audio,0.6851295738826529
08_pulsar,pulsar-broker-auth-sasl,banking industry,0.684158346226631
