project_name,module,domain,diff_sim
15_zeppelin,zeppelin-jupyter-interpreter,benchmark,0.01701619538888889
15_zeppelin,zeppelin-jupyter-interpreter,database,0.028111551944444424
15_zeppelin,zeppelin-jupyter-interpreter,algorithm,0.04942014283777771
15_zeppelin,zeppelin-jupyter-interpreter,analytics,0.06006980388888891
15_zeppelin,zeppelin-jupyter-interpreter,security,0.06311627722222218
15_zeppelin,zeppelin-jupyter-interpreter,camera,0.0688051845833334
15_zeppelin,zeppelin-jupyter-interpreter,microservices,0.0747594089166666
15_zeppelin,zeppelin-jupyter-interpreter,compiler,0.09827196894444451
15_zeppelin,zeppelin-jupyter-interpreter,server,0.11688094333333332
15_zeppelin,zeppelin-jupyter-interpreter,blockchain,0.1219972908333333
15_zeppelin,zeppelin-jupyter-interpreter,search,0.14661785816666667
15_zeppelin,zeppelin-jupyter-interpreter,client,0.1616275122222222
15_zeppelin,zeppelin-jupyter-interpreter,data,0.1636958102777778
15_zeppelin,zeppelin-jupyter-interpreter,automation,0.1735026212222222
15_zeppelin,zeppelin-jupyter-interpreter,website,0.20971910930555548
15_zeppelin,zeppelin-jupyter-interpreter,backup,0.2112478052777777
15_zeppelin,zeppelin-jupyter-interpreter,interpreter,0.24182420999999993
15_zeppelin,zeppelin-jupyter-interpreter,kernel,0.24368197833333344
