project_name,module,domain,diff_sim
06_hadoop,hadoop-cloud-storage-project,hyperparameter optimization,9.822444444440581e-05
06_hadoop,hadoop-cloud-storage-project,logging,0.0003722161111111011
06_hadoop,hadoop-cloud-storage-project,automated machine learning,0.00037382611111119735
06_hadoop,hadoop-cloud-storage-project,embedded system,0.0013016383333332993
06_hadoop,hadoop-cloud-storage-project,server,0.001432706111110904
06_hadoop,hadoop-cloud-storage-project,dependency injection,0.0016686383333334165
06_hadoop,hadoop-cloud-storage-project,natural language processing,0.0019361294444444344
06_hadoop,hadoop-cloud-storage-project,cloud computing,0.0023602861111111095
06_hadoop,hadoop-cloud-storage-project,machine learning,0.002846684444444525
06_hadoop,hadoop-cloud-storage-project,blockchain,0.0030907244444443593
06_hadoop,hadoop-cloud-storage-project,facial recognition system,0.0034015083333333584
06_hadoop,hadoop-cloud-storage-project,artificial neural network,0.0034329111111111033
06_hadoop,hadoop-cloud-storage-project,time series,0.0046535822222221745
06_hadoop,hadoop-cloud-storage-project,virtual machine,0.005242585555555401
06_hadoop,hadoop-cloud-storage-project,support vector machine,0.005249470555555469
06_hadoop,hadoop-cloud-storage-project,scheduler,0.005253303333333459
06_hadoop,hadoop-cloud-storage-project,named-entity recognition,0.006043764999999979
06_hadoop,hadoop-cloud-storage-project,interpreter,0.006437107777777895
06_hadoop,hadoop-cloud-storage-project,File Transfer Protocol,0.006518604444444409
06_hadoop,hadoop-cloud-storage-project,signal processing,0.0068685561111110904
06_hadoop,hadoop-cloud-storage-project,data,0.007625567777777675
06_hadoop,hadoop-cloud-storage-project,application performance management,0.0080101405555556
06_hadoop,hadoop-cloud-storage-project,cluster analysis,0.008769593333333325
06_hadoop,hadoop-cloud-storage-project,distributed computing,0.009606152222222164
06_hadoop,hadoop-cloud-storage-project,automation,0.009704213333333322
06_hadoop,hadoop-cloud-storage-project,email,0.01006009777777761
06_hadoop,hadoop-cloud-storage-project,synchronization,0.011289723888888825
06_hadoop,hadoop-cloud-storage-project,operating system,0.011942634444444433
06_hadoop,hadoop-cloud-storage-project,network analysis,0.012082293888888873
06_hadoop,hadoop-cloud-storage-project,unit testing,0.01237640777777782
06_hadoop,hadoop-cloud-storage-project,stream processing,0.013283206666666825
06_hadoop,hadoop-cloud-storage-project,package management system,0.01391874277777777
06_hadoop,hadoop-cloud-storage-project,content management system,0.014710316111111121
06_hadoop,hadoop-cloud-storage-project,language model,0.01700267944444439
06_hadoop,hadoop-cloud-storage-project,web application security,0.0177349366666667
06_hadoop,hadoop-cloud-storage-project,big data,0.018739334999999968
06_hadoop,hadoop-cloud-storage-project,software testing,0.018786599444444385
06_hadoop,hadoop-cloud-storage-project,digital image processing,0.01906358777777778
06_hadoop,hadoop-cloud-storage-project,data mining,0.019078103333333263
06_hadoop,hadoop-cloud-storage-project,data analysis,0.0192121594444446
06_hadoop,hadoop-cloud-storage-project,client,0.01959840944444441
06_hadoop,hadoop-cloud-storage-project,microservices,0.019657481666666643
06_hadoop,hadoop-cloud-storage-project,long short-term memory,0.02000019611111109
06_hadoop,hadoop-cloud-storage-project,instant messaging,0.020023186666666692
06_hadoop,hadoop-cloud-storage-project,benchmark,0.02027836277777767
