project_name,module,domain,sim_score
09_zookeeper,zookeeper-server,client,0.5640783477777779
09_zookeeper,zookeeper-server,server,0.5609953999999999
09_zookeeper,zookeeper-server,data,0.4446881533333334
09_zookeeper,zookeeper-server,database,0.4194446266666667
09_zookeeper,zookeeper-server,authentication,0.3378276866666667
09_zookeeper,zookeeper-server,middleware,0.32827623777777776
09_zookeeper,zookeeper-server,kernel,0.30503585666666666
09_zookeeper,zookeeper-server,email,0.2863010855555556
09_zookeeper,zookeeper-server,scheduler,0.2686716977777778
09_zookeeper,zookeeper-server,logging,0.24853106944444445
09_zookeeper,zookeeper-server,synchronization,0.24614098388888886
09_zookeeper,zookeeper-server,security,0.24452773111111112
09_zookeeper,zookeeper-server,image,0.2338473728888889
09_zookeeper,zookeeper-server,encryption,0.22693324822222222
09_zookeeper,zookeeper-server,statistics,0.22126386444444443
09_zookeeper,zookeeper-server,blockchain,0.2088327088888889
09_zookeeper,zookeeper-server,backup,0.19758250388888887
09_zookeeper,zookeeper-server,interpreter,0.19184450333333333
09_zookeeper,zookeeper-server,video,0.15974973333333334
09_zookeeper,zookeeper-server,compiler,0.14660499344444444
09_zookeeper,zookeeper-server,analytics,0.1450760011111111
09_zookeeper,zookeeper-server,validator,0.14264047655555556
09_zookeeper,zookeeper-server,serialization,0.1418118632222222
09_zookeeper,zookeeper-server,website,0.13518142877777778
09_zookeeper,zookeeper-server,algorithm,0.13043186122222222
09_zookeeper,zookeeper-server,debugger,0.1300135762222222
09_zookeeper,zookeeper-server,microservices,0.12341460044444443
09_zookeeper,zookeeper-server,translation,0.11317022888888889
09_zookeeper,zookeeper-server,search,0.11004523775555555
09_zookeeper,zookeeper-server,cryptography,0.07485397217777778
09_zookeeper,zookeeper-server,chatbot,0.06624034988888888
09_zookeeper,zookeeper-server,plot,0.06382956882222222
09_zookeeper,zookeeper-server,benchmark,0.03559854466666666
09_zookeeper,zookeeper-server,classification,0.013293775555555557
09_zookeeper,zookeeper-server,automation,0.0011144932222222248
