project_name,module,domain,sim_score
08_pulsar,pulsar-functions,data,0.45702464666666676
08_pulsar,pulsar-functions,client,0.45267179333333335
08_pulsar,pulsar-functions,server,0.4084234244444445
08_pulsar,pulsar-functions,database,0.3919299177777778
08_pulsar,pulsar-functions,middleware,0.3210159055555556
08_pulsar,pulsar-functions,router,0.31441089666666666
08_pulsar,pulsar-functions,kernel,0.2942481644444444
08_pulsar,pulsar-functions,scheduler,0.27808360777777774
08_pulsar,pulsar-functions,authentication,0.2657956766666667
08_pulsar,pulsar-functions,compiler,0.24569019777777779
08_pulsar,pulsar-functions,validator,0.22791200777777776
08_pulsar,pulsar-functions,logging,0.21849288066666667
08_pulsar,pulsar-functions,synchronization,0.21833823333333333
08_pulsar,pulsar-functions,security,0.18446669488888887
08_pulsar,pulsar-functions,statistics,0.17527433933333333
08_pulsar,pulsar-functions,serialization,0.157440896
08_pulsar,pulsar-functions,blockchain,0.15413472744444445
08_pulsar,pulsar-functions,analytics,0.15113475177777777
08_pulsar,pulsar-functions,search,0.15005283100000003
08_pulsar,pulsar-functions,animation,0.14392742248888887
08_pulsar,pulsar-functions,algorithm,0.1379071191111111
08_pulsar,pulsar-functions,simulation,0.13153631144444444
08_pulsar,pulsar-functions,video,0.12940910944444442
08_pulsar,pulsar-functions,encryption,0.12162894288888888
08_pulsar,pulsar-functions,backup,0.11273531022222222
08_pulsar,pulsar-functions,website,0.10127029177777777
08_pulsar,pulsar-functions,cryptocurrency,0.09948826477777778
08_pulsar,pulsar-functions,microservices,0.09309711577777777
08_pulsar,pulsar-functions,design,0.06251452436666666
08_pulsar,pulsar-functions,music,0.055556352333333336
08_pulsar,pulsar-functions,plot,0.052048882
08_pulsar,pulsar-functions,malware,0.04172033774444445
08_pulsar,pulsar-functions,classification,0.03733572266666666
08_pulsar,pulsar-functions,documentation,0.007461038444444443
08_pulsar,pulsar-functions,automation,0.0005047482222222245
